"商品コード","商品名","仕入先コード","仕入先名","在庫数","引当数","フリー在庫数","不良在庫数","欠品数","発注残数","商品区分","商品タグ","取扱区分","適正在庫数","発注点","ロット","原価","売価","在庫金額","表示価格","ＪＡＮコード"
"mg-sk07-be","フレアスカート","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3355.00","6980.00","0.00","","4580604903663"
"mg-sk07-bk","フレアスカート","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3355.00","6980.00","0.00","","4580604903656"
"mg-sk08-L-de","デニムタイトスカート_インディゴ_L","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2970.00","6980.00","0.00","","4580604903700"
"mg-sk08-L-lb","デニムタイトスカート_ライトブルー_L","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2970.00","6980.00","0.00","","4580604903724"
"mg-sk08-M-de","デニムタイトスカート_インディゴ_M","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2970.00","6980.00","0.00","","4580604903694"
"mg-sk08-M-lb","デニムタイトスカート_ライトブルー_M","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2970.00","6980.00","0.00","","4580604903717"
"mg-sk09-gr","大人のタックフレアロングスカート【リネンコットンピスタチオグリーン】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3795.00","8980.00","0.00","","4580604904486"
"mg-sk09-le","大人のタックフレアロングスカート【ドットレオパード柄】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3795.00","8980.00","0.00","","4580604904493"
"mg-sk10-be","コットン混ふんわり花柄ロングスカート【ベージュベース】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3938.00","8850.00","0.00","","4580604905162"
"mg-sk10-bl","コットン混ふんわり花柄ロングスカート【ブルーネイビーベース】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3938.00","8850.00","0.00","","4580604905179"
"mg-sk11-bk","サロペットタイトスカート_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3905.00","7980.00","0.00","","4580604905360"
"mg-sk11-br","サロペットタイトスカート_ブラウン","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3905.00","7980.00","0.00","","4580604905377"
"mg-sk12-ck","チェックスカート","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5500.00","9980.00","0.00","","4580605361028"
"mg-sk13-gr","マーメードスカート_グリーン","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4070.00","7980.00","0.00","","4580605360687"
"mg-sk14-bk","ティアードスカート_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4455.00","8850.00","0.00","",""
"mg-sk14-pa","ティアードスカート_パープル","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4455.00","8850.00","0.00","","4580605360694"
"mg-sk15-bk","プリーツスカート_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3905.00","6890.00","0.00","","4580605361141"
"mg-sk15-br","プリーツスカート_ブラウン","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3905.00","6890.00","0.00","","4580605361158"
"mg-sk15-gy","プリーツスカート_グレー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3905.00","6890.00","0.00","","4580605361134"
"mg-sk15-wt","プリーツスカート_ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3905.00","6890.00","0.00","","4580605360700"
"mg-sk16-be","ギャザースカート_ベージュ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3575.00","6980.00","0.00","",""
"mg-sk16-ka","ギャザースカート_カーキ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3575.00","6980.00","0.00","","4580605360717"
"mg-sk16-ny","ギャザースカート_ネイビー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3575.00","6980.00","0.00","",""
"mg-sk17-be","ニットスカート_ベージュ","11","Astyle","55","0","55","0","0","0","通常","","取扱中","2","0","0","2189.00","5980.00","120395.00","","4580605361356"
"mg-sk17-bk","ニットスカート_ブラック","11","Astyle","33","0","33","0","0","0","通常","","取扱中","1","0","0","2189.00","5980.00","72237.00","","4580605361349"
"mg-sk18-bk","ラメプリーツスカート_ブラック","11","Astyle","98","0","98","0","0","41","通常","","取扱中","2","0","0","3459.00","6980.00","338982.00","","4580605361806"
"mg-sk18-pk","ラメプリーツスカート_ピンクベージュ","11","Astyle","85","1","84","0","0","35","通常","","取扱中","2","0","0","3459.00","6980.00","294015.00","","4580605361943"
"mg-sk18-si","ラメプリーツスカート_シルバー","11","Astyle","95","2","93","0","0","31","通常","","取扱中","2","0","0","3459.00","6980.00","328605.00","","4580605361790"
"mg-sk19-gc","グレー チェックスカート","11","Astyle","53","0","53","0","0","0","通常","","取扱中","2","0","0","3865.00","9980.00","204845.00","","4580605362131"
"mg-sn01-wt","スヌード","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2915.00","5980.00","0.00","",""
"mg-sn02-be","スヌード_ベージュ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1980.00","3980.00","0.00","",""
"mg-sn02-gy","スヌード_グレー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1980.00","3980.00","0.00","",""
"mg-so01-bk","くるぶしソックス_ブラック","6","桑メリヤス","26","11","15","0","0","0","通常","","取扱中","2","0","0","350.00","990.00","9100.00","","4580604903878"
"mg-so01-gy","くるぶしソックス_グレー","6","桑メリヤス","42","8","34","0","0","0","通常","","取扱中","2","0","0","350.00","990.00","14700.00","","4580604903892"
"mg-so01-re","くるぶしソックス_レッド","6","桑メリヤス","42","4","38","0","0","0","通常","","取扱中","2","0","0","350.00","990.00","14700.00","","4580604903885"
"mg-so01-wt","くるぶしソックス_ホワイト","6","桑メリヤス","2","2","0","0","0","0","通常","","取扱中","2","0","0","350.00","990.00","700.00","","4580604903861"
"mg-so02-gy","ゆるあみソックスグレー","6","桑メリヤス","0","0","0","0","0","0","通常","","取扱中","0","0","0","495.00","980.00","0.00","","4580604905247"
"mg-so02-ma","ゆるあみソックスマスタード","6","桑メリヤス","0","0","0","0","0","0","通常","","取扱中","0","0","0","495.00","980.00","0.00","","4580604905254"
"mg-so04-bk","毛布ソックス_ブラック","6","桑メリヤス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","572.00","1200.00","0.00","","4580605360724"
"mg-so04-gy","毛布ソックス_グレー","6","桑メリヤス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","572.00","1200.00","0.00","",""
"mg-so04-mo","毛布ソックス_モカ","6","桑メリヤス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","572.00","1200.00","0.00","",""
"mg-sp02-bc","サロペットパンツ_ブラウンチェック","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5170.00","9880.00","0.00","","4580604904271"
"mg-sp02-bk-K","サロペットパンツ_ブラック_小柄さん丈","11","Astyle","0","0","0","0","0","20","通常","","取扱中","0","0","0","3696.00","9980.00","0.00","","4580605362438"
"mg-sp02-bk-L","サロペットパンツ_ブラック_L","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","3696.00","9980.00","0.00","","4580605362414"
"mg-sp02-bk-M","サロペットパンツ_ブラック_M","11","Astyle","0","0","0","0","0","60","通常","","取扱中","0","0","0","3696.00","9980.00","0.00","","4580605362407"
"mg-sp02-bk-XL","サロペットパンツ_ブラック_プラスサイズ","11","Astyle","0","0","0","0","0","20","通常","","取扱中","0","0","0","3696.00","9980.00","0.00","","4580605362421"
"mg-sp02-ca","サロペットパンツツイル-キャメル","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5170.00","9880.00","0.00","","4580604901690"
"mg-sp02-gc","サロペットパンツ_グレンチェック","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5170.00","9880.00","0.00","","4580604901706"
"mg-sp02-L-ca","サロペットパンツ_L_キャメル","9","ハピネス","14","0","14","0","0","0","通常","","取扱中","1","0","0","5170.00","9980.00","72380.00","","4580605360731"
"mg-sp02-M-bk","サロペットパンツツイル_M_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","1","0","0","5115.00","9980.00","0.00","","4580605361165"
"mg-sp02-M-ca","サロペットパンツ_M_キャメル","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5170.00","9980.00","0.00","",""
"mg-sp02-S-ca","サロペットパンツツイル_M (総丈126cm）キャメル","9","ハピネス","7","0","7","0","0","0","通常","","取扱中","1","0","0","5170.00","9880.00","36190.00","","4580605360748"
"mg-sp02L-gc","Lサイズ大人かわいい?V空きサロペットパンツ【グレンチェック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5170.00","9880.00","0.00","","4580604901720"
"mg-sp02L-wt","サロペットパンツツイル_L_ホワイト","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4070.00","9880.00","0.00","","4580604901737"
"mg-sp02M-wt","サロペットパンツツイル_M_ホワイト","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4070.00","9880.00","0.00","","4580604901744"
"mg-sp03-bk","新型サロペットパンツ_ブラック","11","Astyle","18","0","18","0","0","0","通常","","取扱中","2","0","0","5720.00","11000.00","102960.00","","4580605360960"
"mg-sp03-bk-k","新型サロペットパンツ_ブラック_k","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","5720.00","11000.00","0.00","","4580605361691"
"mg-sp03-gy","新型サロペットパンツ_グレー","9","ハピネス","56","0","56","0","0","0","通常","","取扱中","2","0","0","5720.00","11000.00","320320.00","","4580605360977"
"mg-sp03-gy-k","新型サロペットパンツ_グレー_k","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","5720.00","11000.00","0.00","","4580605361684"
"mg-sp03-ka","リネンコットンサロペットパンツ【リネンカーキ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3905.00","9880.00","0.00","","4580604903427"
"mg-sp03-ny","リネンコットンサロペットパンツ【リネンネイビー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3905.00","9880.00","0.00","","4580604903410"
"mg-sp04-bk","リボンサロペット_コーデュロイ_ブラック","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3905.00","9880.00","0.00","","4580604904288"
"mg-sp04-wt","リボンサロペット_コーデュロイ_ホワイト","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3905.00","9880.00","0.00","","4580604904295"
"mg-st-set01","【福袋】ストール＆ハンドウォーマーセット","9","ハピネス","0","0","0","0","0","0","通常","[要※カラー指定]","取扱中","0","0","0","0.00","8620.00","0.00","",""
"mg-st01-be","ウール100%大判ストール【ベージュ】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3080.00","6980.00","0.00","","4580604905261"
"mg-st01-bk","大判ストール_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2750.00","6980.00","0.00","","4580604901751"
"mg-st01-ca","ウール100%大判ストール【キャメルブラウン】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3080.00","6980.00","0.00","","4580604905155"
"mg-st01-ch","大判ストール_チャコール","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3080.00","6980.00","0.00","","4580604901768"
"mg-st01-lg","ストール_ライトグレー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3080.00","6980.00","0.00","","4580604901775"
"mg-st01-wt","ストール_白","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3410.00","6980.00","0.00","","4580604901782"
"mg-st02-be","ナチュラルな風合いのリネンストール【ライトブラウン】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","5500.00","0.00","","4580604903915"
"mg-st02-gy","ナチュラルな風合いのリネンストール【ライトグレー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","5500.00","0.00","","4580604903908"
"mg-st03","コラボ手染めリネンストール","9999","設定なし","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","6500.00","0.00","",""
"mg-sw01-bk","袖ボリュームスウェット_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","2","0","0","2805.00","6980.00","0.00","","4580605361066"
"mg-sw01-gb","袖ボリュームスウェット_グレーベージュ","9","ハピネス","56","0","56","0","0","0","通常","","取扱中","2","0","0","2805.00","6980.00","157080.00","","4580605361059"
"mg-sw02-bk","スウェットスカート_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3025.00","6980.00","0.00","","4580605361080"
"mg-sw02-gb","スウェットスカート_グレーベージュ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2805.00","6980.00","0.00","","4580605361073"
"mg-sw03-bk-L","スウェットパーカー_ブラック_L","9999","設定なし","41","0","41","0","0","0","通常","","取扱中","2","0","0","1650.00","4980.00","67650.00","","4580605362155"
"mg-sw03-bk-M","スウェットパーカー_ブラック_M","9999","設定なし","43","0","43","0","0","0","通常","","取扱中","2","0","0","1650.00","4980.00","70950.00","","4580605362148"
"mg-sw03-gr-L","スウェットパーカー_グリーン_L","11","Astyle","46","0","46","0","0","0","通常","","取扱中","2","0","0","1650.00","4980.00","75900.00","","4580605361844"
"mg-sw03-gr-M","スウェットパーカー_グリーン_M","11","Astyle","14","0","14","0","0","0","通常","","取扱中","2","0","0","1650.00","4980.00","23100.00","","4580605361837"
"mg-sw03-gy-L","スウェットパーカー_グレー_L","11","Astyle","37","0","37","0","0","0","通常","","取扱中","2","0","0","1650.00","4980.00","61050.00","","4580605361820"
"mg-sw03-gy-M","スウェットパーカー_グレー_M","11","Astyle","34","0","34","0","0","0","通常","","取扱中","2","0","0","1650.00","4980.00","56100.00","","4580605361813"
"mg-sw03-wt-L","スウェットパーカー_ホワイト_L","11","Astyle","49","0","49","0","0","0","通常","","取扱中","2","0","0","1650.00","4980.00","80850.00","","4580605361868"
"mg-sw03-wt-M","スウェットパーカー_ホワイト_M","11","Astyle","46","0","46","0","0","0","通常","","取扱中","2","0","0","1650.00","4980.00","75900.00","","4580605361851"
"mg-sy01-be","開襟シャツ","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3025.00","6980.00","0.00","","4580604903649"
"mg-sy01-bk","開襟シャツ","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3025.00","6980.00","0.00","","4580604903632"
"mg-t02-bk","ボーダーカットソー - 黒","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","10000.00","0.00","","4580604901799"
"mg-ta01-110-bk","タイツ_110d_M_ブラック","6","桑メリヤス","0","0","0","0","0","0","通常","","取扱中","0","0","0","561.00","980.00","0.00","","4580604904219"
"mg-ta01-110L-bk","タイツ_110dL_ブラック","6","桑メリヤス","0","0","0","0","0","0","通常","","取扱中","0","0","0","561.00","980.00","0.00","","4580604904240"
"mg-ta01-80-bk","タイツ_80d_ブラック","6","桑メリヤス","0","0","0","0","0","0","通常","","取扱中","0","0","0","506.00","980.00","0.00","","4580604904202"
"mg-ta01-80L-bk","タイツ_80dL_ブラック","6","桑メリヤス","0","0","0","0","0","0","通常","","取扱中","0","0","0","506.00","980.00","0.00","","4580604904233"
"mg-ta02-L-bk","かくれねこタイツ_Lサイズ_ブラック","6","桑メリヤス","123","0","123","0","0","0","通常","","取扱中","2","0","0","1650.00","3300.00","202950.00","","4580605361233"
"mg-ta02-L-gy","かくれねこタイツ_Lサイズ_グレー","6","桑メリヤス","120","0","120","0","0","0","通常","","取扱中","2","0","0","1650.00","3300.00","198000.00","","4580605361257"
"mg-ta02-M-bk","かくれねこタイツ_Mサイズ_ブラック","6","桑メリヤス","119","0","119","0","0","0","通常","","取扱中","2","0","0","1650.00","3300.00","196350.00","","4580605361226"
"mg-ta02-M-gy","かくれねこタイツ_Mサイズ_グレー","6","桑メリヤス","127","0","127","0","0","0","通常","","取扱中","2","0","0","1650.00","3300.00","209550.00","","4580605361240"
"mg-tb01-se-bk","福袋??トートバッグところんとポーチ2点セット","9","ハピネス","99999","0","99999","0","0","0","通常","[要※カラー指定][99999月末在庫調整]","取扱中止","2","0","0","0.00","11880.00","0.00","",""
"mg-te01-br","コットン100%テレコニットUネックロングスリーブトップスブラウン","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","4980.00","0.00","","4580604901805"
"mg-te01-gy","コットン100%テレコニットUネックロングスリーブトップスライトグレー","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","4980.00","0.00","","4580604901812"
"mg-te01-wt","コットン100%テレコニットUネックロングスリーブトップスオフホワイト","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","4980.00","0.00","","4580604901829"
"mg-te02-bk","テレコタンクトップ_ブラック","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1760.00","3980.00","0.00","","4580604903786"
"mg-te02-lg","テレコタンクトップ_ライトグレー","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1760.00","3980.00","0.00","","4580604903762"
"mg-te02-wt","テレコタンクトップ_ホワイト","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1760.00","3980.00","0.00","","4580604903779"
"mg-te03-bk","テレコショートパンツ","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1870.00","3400.00","0.00","","4580604903755"
"mg-te03-lg","テレコショートパンツ","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1870.00","3400.00","0.00","","4580604903731"
"mg-te03-wt","テレコショートパンツ","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1870.00","3400.00","0.00","","4580604903748"
"mg-te04-gr","タンクトップ_ブルーグリーン","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1485.00","1350.00","0.00","","4580604904684"
"mg-te04-gy","タンクトップ_グレー","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1485.00","1350.00","0.00","","4580604904677"
"mg-te04-ny","タンクトップ_ネイビー","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1485.00","1350.00","0.00","","4580604904660"
"mg-te05-gr","ショーツ_ブルーグリーン","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1023.00","930.00","0.00","","4580604904714"
"mg-te05-gy","ショーツ_グレー","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1023.00","930.00","0.00","","4580604904707"
"mg-te05-ny","ショーツ_ネイビー","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1023.00","930.00","0.00","","4580604904691"
"mg-te06-br","ショーツ_ブラウン","9","ハピネス","1517","0","1517","0","0","0","通常","","取扱中","1","0","0","935.00","0.00","1418395.00","","4580605360137"
"mg-te06-gy","ショーツ_グレー","9","ハピネス","1623","0","1623","0","0","0","通常","","取扱中","1","0","0","935.00","0.00","1517505.00","","4580605360120"
"mg-te21-bg","テレコニットハイネックロングスリーブ_ボーダーグレー","11","Astyle","539","0","539","0","0","0","通常","","取扱中","2","0","0","1575.00","4980.00","848925.00","","4580605361721"
"mg-te21-bk","テレコニットハイネックロングスリーブ_ブラック","9","ハピネス","806","7","799","0","0","0","通常","","取扱中","2","0","0","1980.00","4980.00","1595880.00","","4580605360144"
"mg-te21-bl","テレコニットハイネックロングスリーブ_ブルー","11","Astyle","184","0","184","0","0","0","通常","","取扱中","2","0","0","1342.00","4980.00","246928.00","","4580605361707"
"mg-te21-br","テレコニットハイネックロングスリーブ_ブラウン","9","ハピネス","185","0","185","0","0","0","通常","","取扱中","2","0","0","1342.00","4980.00","248270.00","","4580604901836"
"mg-te21-bw","テレコニットハイネックロングスリーブ_ボーダーホワイト","11","Astyle","493","0","493","0","0","0","通常","","取扱中","2","0","0","1575.00","4980.00","776475.00","","4580605361714"
"mg-te21-gr","テレコニットハイネックロングスリーブ_グリーン","9","ハピネス","102","0","102","0","0","0","通常","","取扱中","2","0","0","2145.00","4980.00","218790.00","","4580605360168"
"mg-te21-gy","テレコニットハイネックロングスリーブ_グレー","9","ハピネス","1160","6","1154","0","0","0","通常","","取扱中","2","0","0","1980.00","4980.00","2296800.00","","4580604901843"
"mg-te21-te","テレコニットハイネックロングスリーブ_テラコッタ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","1980.00","4980.00","0.00","","4580605360151"
"mg-te21-wt","テレコニットハイネックロングスリーブ_ホワイト","9","ハピネス","1037","8","1029","0","0","0","通常","","取扱中","2","0","0","1980.00","4980.00","2053260.00","","4580604901850"
"mg-te31-br","コットン100%テレコレギンスブラウン","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2090.00","3980.00","0.00","","4580604901867"
"mg-te31-gy","コットン100%テレコレギンスライトグレー","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2090.00","3980.00","0.00","","4580604901874"
"mg-te31-wt","コットン100%テレコレギンスオフホワイト","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2090.00","3980.00","0.00","","4580604901881"
"mg-toto02-bk","【廃盤】コットンショルダートートバッグ_ブラック","3","南谷商事","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","4980.00","0.00","",""
"mg-toto02-ma","【廃盤】コットンショルダートートバッグ_マルチ","3","南谷商事","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","4980.00","0.00","",""
"mg-toto02-st","【廃盤】コットンショルダーバッグ_ストライプ","3","南谷商事","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","4980.00","0.00","",""
"mg-tt01-lb","大人tシャツ_ライトブルー","9999","設定なし","8","0","8","0","0","0","通常","","取扱中","1","0","0","1534.00","3900.00","12272.00","","4580605361325"
"mg-tt01-wt","大人tシャツ_ホワイト","9999","設定なし","0","0","0","0","0","0","通常","","取扱中","0","0","0","1534.00","3900.00","0.00","","4580605361332"
"mg-tu01-bk-L","つなぎ_ブラック_L","11","Astyle","0","0","0","0","0","20","通常","","取扱中","0","0","0","4950.00","11980.00","0.00","","4580605362377"
"mg-tu01-bk-M","つなぎ_ブラック_M","11","Astyle","0","0","0","0","0","80","通常","","取扱中","0","0","0","4950.00","11980.00","0.00","","4580605362353"
"mg-tu01-gy-L","つなぎ_グレー_L","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","4950.00","11980.00","0.00","","4580605362384"
"mg-tu01-gy-M","つなぎ_グレー_M","11","Astyle","0","0","0","0","0","100","通常","","取扱中","0","0","0","4950.00","11980.00","0.00","","4580605362360"
"mg-ve01-bk","大切な人に☆ウール100おこもり手編みケーブルニットベストブラック","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","6270.00","9980.00","0.00","","4580604904356"
"mg-ve01-wt","大切な人に☆ウール100おこもり手編みケーブルニットベストホワイト","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","6270.00","9980.00","0.00","","4580604904349"
"mg-wa01-ch","2wayワッフルtシャツ【チャコールグレー】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2145.00","4980.00","0.00","","4580604904523"
"mg-wa01-wt","2wayワッフルtシャツ【ホワイト】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2145.00","4980.00","0.00","","4580604904516"
"mg-wp01-bk","ナイロンウエストバッグ【ブラック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2310.00","5250.00","0.00","","4580604903441"
"mg-wp01-pk","ナイロンウエストバッグ【ダスティピンク】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2310.00","5250.00","0.00","","4580604903458"
"MG183101-lb","コットン100%ベーシックメンズシャツ【グレイッシュデニム】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","7900.00","0.00","","4580604901928"
"MG183101-wt","メンズコットン100%メンズベーシックシャツ","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","7900.00","0.00","","4580604901935"
"MG18361-de","メンズタックベイカーパンツ【インディゴデニム】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","7900.00","0.00","","4580604901942"
"MG18361-ka","メンズタックベイカーパンツ【カーキ】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","7900.00","0.00","","4580604901959"
"MG21016-bk","ぽっち付きまんまるベレー帽【リネンブラック】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1650.00","3900.00","0.00","","4580604901966"
"MG21016-de","ぽっち付きまんまるベレー帽【デニム】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1650.00","3900.00","0.00","","4580604901973"
"mg21017-de","モリノカ゛ッコウ チューリップハット【デニム】/5712357/","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1650.00","3900.00","0.00","",""
"mg21017-lb","チューリップハット【デニム】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1650.00","3900.00","0.00","","4580604902000"
"MG25618-L-de","Lサイズハイウエストロールアップデニムパンツ【ストレッチインディゴデニム】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8940.00","0.00","","4580604902017"
"MG25618-L-lb","Lサイズハイウエストロールアップデニムパンツ【ストレッチブルーデニム】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8940.00","0.00","","4580604902024"
"MG25618-M-de","ロールアップデニムパンツ_M_デニム","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8940.00","0.00","","4580604902031"
"MG25618-M-lb","ロールアップデニムパンツ_ブルー","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","8940.00","0.00","","4580604902048"
"MG2731-BLK","slitone-peace_白","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","7980.00","0.00","","4580604902055"
"MG2731-TCH","slitone-peace_チャコール","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","7980.00","0.00","","4580604902062"
"MG2731-WHT","slitone-peace_白","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2420.00","7980.00","0.00","","4580604902079"
"MG2735-gr-L","バルーンスカート_グリーン_L","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2200.00","8800.00","0.00","","4580604902086"
"MG2735-gr-M","バルーンスカート_緑_M","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2200.00","8800.00","0.00","","4580604902093"
