"商品コード","商品名","仕入先コード","仕入先名","在庫数","引当数","フリー在庫数","不良在庫数","欠品数","発注残数","商品区分","商品タグ","取扱区分","適正在庫数","発注点","ロット","原価","売価","在庫金額","表示価格","ＪＡＮコード"
"mg-dp03-lb","ワイドデニムパンツ＿ライトブルー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5335.00","9980.00","0.00","",""
"mg-dp04-L-de","ハイウエストデニムペインターパンツ (インディゴ）Lサイズ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5005.00","9980.00","0.00","","4580605360298"
"mg-dp04-M-de","ハイウエストデニムペインターパンツ (インディゴ)Mサイズ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5005.00","9980.00","0.00","","4580605360304"
"mg-ds01L-de","Lサイズフィッシュテールタックデニムスカート【ノンウォッシュ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","6900.00","0.00","","4580604900914"
"mg-ds01L-lb","Lサイズフィッシュテールタックデニムスカート【ワンウォッシュ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","6900.00","0.00","","4580604900921"
"mg-ds01M-de","Mサイズフィッシュテールタックデニムスカート【ノンウォッシュ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","6900.00","0.00","","4580604900938"
"mg-ds01M-lb","Mサイズフィッシュテールタックデニムスカート【ワンウォッシュ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","6900.00","0.00","","4580604900945"
"mg-ds01S-de","Sサイズフィッシュテールタックデニムスカート【ノンウォッシュ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","6900.00","0.00","","4580604900952"
"mg-ds01S-lb","Sサイズフィッシュテールタックデニムスカート【ワンウォッシュ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","6900.00","0.00","","4580604900969"
"mg-ec01-bk","ポケット付きベーシックキャンバストートバッグ【ブラック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","3980.00","0.00","","4580604904776"
"mg-ec01-gy","ポケット付きベーシックキャンバストートバッグ【グレー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","3980.00","0.00","","4580604904783"
"mg-er01-bk","付け襟　ブラックドット","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1320.00","2900.00","0.00","","4580604903298"
"mg-er01-lb","付け襟　ライトブルードット","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1320.00","2900.00","0.00","","4580604903304"
"mg-fb01-bk","マグネット式フォーマルバッグ【ブラック】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3520.00","6400.00","0.00","","4580604905285"
"mg-fb02-bk","フォーマルバッグ【リボン・ブラック】","9","ハピネス","5","2","3","0","0","0","通常","","取扱中","2","0","0","5005.00","9800.00","25025.00","","4580605360311"
"mg-fb03-ha","フォーマルバッグ_花柄","11","Astyle","0","0","0","0","0","100","通常","","取扱中","0","0","0","2860.00","6980.00","0.00","","4580605362391"
"mg-fuku","福袋管理用コード（2025年新春福袋ではサイズ別コードを使用ください）","9999","設定なし","0","0","0","0","0","0","通常","","取扱中","0","0","0","0.00","0.00","0.00","",""
"mg-fuku-L","Lサイズ福袋管理用コード","9999","設定なし","0","0","0","0","0","0","通常","","取扱中","0","0","0","0.00","0.00","0.00","",""
"mg-fuku-M","Mサイズ福袋管理用コード","9999","設定なし","0","0","0","0","0","0","通常","","取扱中","0","0","0","0.00","0.00","0.00","",""
"mg-fukumen","福袋メンズ管理用コード","9999","設定なし","0","0","0","0","0","0","通常","","取扱中止","0","0","0","0.00","0.00","0.00","",""
"mg-ha01-be","ブラックリボンあご紐麦わら帽子ストローハット【ライトベージュ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1210.00","3900.00","0.00","","4580604903830"
"mg-ha01-br","ブラックリボンあご紐麦わら帽子ストローハット【ライトベージュ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1210.00","3900.00","0.00","","4580604903823"
"mg-ha02-bk","麦わらキャップ_ブラック","9","ハピネス","60","0","60","0","0","0","通常","","取扱中","2","0","0","1089.00","4500.00","65340.00","","4580604904592"
"mg-ha02-br","麦わらキャップ_ブラウン","9","ハピネス","104","0","104","0","0","0","通常","","取扱中","2","0","0","1089.00","4500.00","113256.00","","4580604904608"
"mg-ha04-bk","秋冬キャップハイクキャップ【ブラック】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1056.00","3980.00","0.00","","4580604904929"
"mg-ha04-ca","秋冬キャップハイクキャップ【キャメル】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1056.00","3980.00","0.00","","4580604904912"
"mg-ha05-br","麦わらハット","9999","設定なし","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3564.00","6480.00","0.00","","4580605360939"
"mg-hd01-bk","リボンカチューム【クレープ生地ブラック】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","550.00","2590.00","0.00","","4580604900976"
"mg-hd01-bl","ウールハンドウォーマー ロング丈 ブルー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","3900.00","0.00","","4580604900983"
"mg-hd01-de","リボンカチューム【やわらかブルーデニム】","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","550.00","2590.00","0.00","","4580604900990"
"mg-hw01-ch","ハンドウォーマー_ロング_チャコール","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","1661.00","3900.00","0.00","","4580604901003"
"mg-hw01-gr","ハンドウォーマー_ロング_グリーン","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","1661.00","3900.00","0.00","","4580604901010"
"mg-hw01-lg","ハンドウォーマー_ロング_ライトグレー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","1661.00","3900.00","0.00","","4580605361172"
"mg-hw01-mo","ハンドウォーマー_ロング_モカ茶","9","ハピネス","2","0","2","0","0","0","通常","","取扱中","1","0","0","1661.00","3900.00","3322.00","","4580604904226"
"mg-hw01-ny","ハンドウォーマー_ロング_ネイビー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","1661.00","3900.00","0.00","","4580604901027"
"mg-hw01-re","ハンドウォーマー_ロング_レッド","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","1320.00","3900.00","0.00","","4580604901034"
"mg-hw02-be","ハンドウォーマー_ショート_ベージュ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1320.00","3900.00","0.00","","4580604901041"
"mg-hw02-ch","ハンドウォーマー_ショート_チャコール","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1320.00","3900.00","0.00","","4580604901058"
"mg-hw02-re","手編みケーブルハンドウォーマーレッド","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1540.00","3900.00","0.00","","4580604901065"
"mg-hw02-wt","ハンドウォーマー_ショート_ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1320.00","3900.00","0.00","","4580604901072"
"mg-hw02-ye","手編みケーブルハンドウォーマーマスタードイエロー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1540.00","3900.00","0.00","","4580604901089"
"mg-jk01-L-bk","ジャケット_ブラックー_L","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","9980.00","0.00","","4580604901096"
"mg-jk01-L-gy","ジャケット_グレー_L","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","9980.00","0.00","","4580604901102"
"mg-jk01-M-bk","ジャケット_ブラックー_M","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","9980.00","0.00","","4580604901119"
"mg-jk01-M-gy","ジャケット_M_グレー","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","9980.00","0.00","","4580604901126"
"mg-jk01-S-bk","ジャケット_ブラックー_S","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","9980.00","0.00","","4580604901133"
"mg-jk01-S-gy","ジャケット_グレー_S","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4290.00","9980.00","0.00","","4580604901140"
"mg-jk02-L-bk","11号サイズ高機能素材タテヨコストレッチV開きノーカラージャケット【ブラック】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","8800.00","14980.00","0.00","","4580604903403"
"mg-jk02-L-wt","11号サイズ高機能素材タテヨコストレッチV開きノーカラージャケット【ホワイト】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","8800.00","14980.00","0.00","","4580604903380"
"mg-jk02-M-bk","9号サイズ高機能素材タテヨコストレッチV開きノーカラージャケット【ブラック】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","8800.00","14980.00","0.00","","4580604903397"
"mg-jk02-M-wt","9号サイズ高機能素材タテヨコストレッチV開きノーカラージャケット【ホワイト】","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","8800.00","14980.00","0.00","","4580604903373"
"mg-jk03-ka","リネンコットン風合いのある羽織りノーカラージャケット【カーキ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3795.00","6980.00","0.00","","4580604904738"
"mg-jk03-ny","リネンコットン風合いのある羽織りノーカラージャケット【ネイビー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3795.00","6980.00","0.00","","4580604904745"
"mg-jk04-gy","ノーカラーコンパクトストレッチジャケット【ラベンダーグレー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5005.00","9990.00","0.00","","4580604904998"
"mg-jk04-ny","ノーカラーコンパクトストレッチジャケット【ネイビー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5005.00","9990.00","0.00","","4580604905001"
"mg-jk05-bk","【ジャケット単品】ストレッチショート丈ジャケット","9","ハピネス","129","3","126","0","0","0","通常","","取扱中","2","0","0","5005.00","11000.00","645645.00","","4580605360328"
"mg-jk06-ny","金ボタンジャケット","9","ハピネス","103","0","103","0","0","0","通常","","取扱中","2","0","0","7370.00","15980.00","759110.00","","4580605360335"
"mg-jk07-be","梨地変形ZIPブルゾン_ベージュ","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","3872.00","11000.00","0.00","","4580605362247"
"mg-jk07-bk","梨地変形ZIPブルゾン_ブラック","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","3872.00","11000.00","0.00","","4580605362230"
"mg-jl04-L-be","セットアップジャケット_Lサイズ_ベージュ","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4950.00","11250.00","0.00","","4580604904103"
"mg-jl04-L-bk","セットアップジャケット_Lサイズ_ブラック","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4950.00","11250.00","0.00","","4580604904110"
"mg-jl04-M-be","セットアップジャケット_Mサイズ_ベージュ","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4950.00","11250.00","0.00","","4580604904080"
"mg-jl04-M-bk","セットアップジャケット_Mサイズ_ブラック","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4950.00","11250.00","0.00","","4580604904097"
"mg-ka01-de","モリノカ゛ッコウ 割烹着【デニム素材】/4850316/","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1430.00","5980.00","0.00","","4580604901157"
"mg-ka01-ny","モリノガッコウ 割烹着【ストレッチツイルネイビー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2750.00","5980.00","0.00","","4580604901164"
"mg-lb-bk","細見えフラワーレースブラウス【ブラック】","11","Astyle","93","0","93","0","0","0","通常","","取扱中","2","0","0","2475.00","7980.00","230175.00","","4580604904462"
"mg-lb-gr","細見えフラワーレースブラウス【モスグリーン】","11","Astyle","144","0","144","0","0","0","通常","","取扱中","2","0","0","2475.00","7980.00","356400.00","","4580605361301"
"mg-lb-wt","細見えフラワーレースブラウス【ホワイト】","11","Astyle","90","0","90","0","0","0","通常","","取扱中","2","0","0","2475.00","7980.00","222750.00","","4580604904479"
"mg-lb01-wt","Ｖネックペプラム袖ブラウス-白","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","6600.00","0.00","","4580604901171"
"mg-lb02-br","ボートネックボリューム袖ブラウス【レンガ色】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","8800.00","0.00","","4580604901188"
"mg-lb02-gc","ボートネックボリューム袖ブラウス【ブラック×ギンガムチェック】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2915.00","7980.00","0.00","","4580604905315"
"mg-lb02-wt","ボートネックボリューム袖-白","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","8800.00","0.00","","4580604901195"
"mg-lb05-wt","厚い透け感のあるＢ-白","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2860.00","10000.00","0.00","","4580604901201"
"mg-lb06-bk","コットンＶネックトップス-黒","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2860.00","6250.00","0.00","","4580604901218"
"mg-lb06-wt","コットンＶネックトップス-白","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2860.00","6250.00","0.00","","4580604901225"
"mg-lb07-bk","ボトルネックブラウス_黒","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2951.00","8800.00","0.00","","4580604901232"
"mg-lb07-wt","ボトルネックブラウス_白","2","ファインモード","0","0","0","0","0","0","通常","","取扱中止","0","0","0","2951.00","8800.00","0.00","","4580604901249"
"mg-lb08-be","ポケ付き長袖シャツ【ダスティピンク】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","6900.00","0.00","","4580604903526"
"mg-lb08-bk","ポケ付き長袖シャツ【ブラック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","6900.00","0.00","","4580604903519"
"mg-lb08-bo","モリノカ゛ッコウ ポケ付き長袖シャツ【ホワイト×ブルー ストライプ】/7205414/（6900円）","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","6900.00","0.00","","4580604903533"
"mg-lb08-wt","スカラップレースブラウス_ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","6980.00","0.00","",""
"mg-lb08-ye","スカラップレースブラウス_イエロー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3850.00","6980.00","0.00","",""
"mg-lb09-be","半袖スリットブラウス【ダスティピンク】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3465.00","6250.00","0.00","","4580604903564"
"mg-lb09-bk","半袖スリットブラウス【ブラック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3465.00","6250.00","0.00","","4580604903557"
"mg-lb09-bo","半袖スリットブラウス【ホワイト×ブルーストライプ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3465.00","6250.00","0.00","","4580604903571"
"mg-lb09-wt","半袖スリットブラウス【ホワイト】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3465.00","6250.00","0.00","","4580604903540"
"mg-lb10-bk","ハイネックレーストップス_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2805.00","6250.00","0.00","","4580604904035"
"mg-lb10-wt","ハイネックレーストップス_オフホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2805.00","6250.00","0.00","","4580604904028"
"mg-lb11-bk","スタンドカラーオーバーチュニックシャツ【ブラック】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3410.00","7980.00","0.00","","4580604904820"
"mg-lb11-wt","スタンドカラーオーバーチュニックシャツ【ホワイト】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3410.00","7980.00","0.00","","4580604904813"
"mg-lb12-gy","大人が似合うケープブラウス【グレー】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3465.00","6980.00","0.00","",""
"mg-lb12-wt","大人が似合うケープブラウス【ホワイト】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3465.00","6980.00","0.00","",""
"mg-lb13-lb","パフスリープTシャツ_アイスブルー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2354.00","4980.00","0.00","","4580605360342"
"mg-lb13-wt","パフスリープTシャツ_ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2354.00","4980.00","0.00","","4580605360359"
"mg-lb14-gr","セーラーブラウス_グリーン","9","ハピネス","25","0","25","0","0","0","通常","","取扱中","1","0","0","4070.00","7980.00","101750.00","","4580605360366"
"mg-lb14-gy","セーラーブラウス_グレー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","4070.00","7980.00","0.00","","4580605360373"
"mg-lb15-lb","ピンタックブラウス_ライトブルー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4411.00","7980.00","0.00","","4580605360380"
"mg-lb15-wt","ピンタックブラウス_ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4411.00","7980.00","0.00","",""
"mg-lb16-lb","ショート丈ストライプシャツ【ライトブルー】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4091.00","7800.00","0.00","","4580605360397"
"mg-lb16-wt","ショート丈ストライプシャツ【ブラックホワイト】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4091.00","7800.00","0.00","","4580605360403"
"mg-lb17-bk","レースビックカラーケープ長袖ブラウス 【ブラック】","9","ハピネス","22","1","21","0","0","0","通常","","取扱中","2","0","0","4620.00","8940.00","101640.00","","4580605360410"
"mg-lb17-gy","レースビックカラーケープ長袖ブラウス 【柔らかグレー】","9","ハピネス","55","0","55","0","0","0","通常","","取扱中","2","0","0","4620.00","8940.00","254100.00","","4580605360427"
"mg-lb18-bk","透け感パーカーシャツ_ブラック","11","Astyle","156","0","156","0","0","0","通常","","取扱中","2","0","0","2966.00","8900.00","462696.00","","4580605360434"
"mg-lb18-ka","透け感パーカーシャツ_カーキ","11","Astyle","159","0","159","0","0","0","通常","","取扱中","2","0","0","2966.00","8900.00","471594.00","","4580605360441"
"mg-lb19-pk","刺繍ブラウス_ピンク","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","5170.00","8980.00","0.00","","4580605360038"
"mg-lb19-wt","刺繍ブラウス_ホワイト","9","ハピネス","15","0","15","0","0","0","通常","","取扱中","1","0","0","5170.00","8980.00","77550.00","","4580605360021"
"mg-lb20-gy","袖切り替えシャツ_ライトグレーボーダー","11","Astyle","52","0","52","0","0","0","通常","","取扱中","2","0","0","3536.00","7980.00","183872.00","","4580605361363"
"mg-lb20-lb","袖切り替えシャツ_ライトブルーボーダー","11","Astyle","26","1","25","0","0","0","通常","","取扱中","2","0","0","3536.00","7980.00","91936.00","","4580605361370"
"mg-lb21-bk","ビスチェ_リネンコットンブラック","11","Astyle","46","0","46","0","0","0","通常","","取扱中","2","0","0","1870.00","3900.00","86020.00","","4580605361646"
"mg-lb21-wt","ビスチェ_リネンコットンホワイト","11","Astyle","34","0","34","0","0","0","通常","","取扱中","1","0","0","1870.00","3900.00","63580.00","","4580605361653"
"mg-lb22-bk-L","ボウタイブラウス_ブラック_L","11","Astyle","50","1","49","0","0","0","通常","","取扱中","2","0","0","3080.00","7900.00","154000.00","","4580605362063"
"mg-lb22-bk-M","ボウタイブラウス_ブラック_M","11","Astyle","36","0","36","0","0","1","通常","","取扱中","2","0","0","3080.00","7900.00","110880.00","","4580605362056"
"mg-lb22-wt-L","ボウタイブラウス_ホワイト_L","11","Astyle","46","0","46","0","0","1","通常","","取扱中","2","0","0","3080.00","7900.00","141680.00","","4580605362087"
"mg-lb22-wt-M","ボウタイブラウス_ホワイト_M","11","Astyle","24","0","24","0","0","1","通常","","取扱中","2","0","0","3080.00","7900.00","73920.00","","4580605362070"
"mg-lb23-bk","シアーレースブラウス_ブラック","11","Astyle","0","0","0","0","0","100","通常","","取扱中","0","0","0","1287.00","2860.00","0.00","","4580605362339"
"mg-lb23-gy","シアーレースブラウス_グレー","11","Astyle","0","0","0","0","0","100","通常","","取扱中","0","0","0","1287.00","2860.00","0.00","","4580605362346"
"mg-lt01-bk","シンプル可愛いゆったりシルエットロングスリーブtシャツ【ブラック】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1595.00","3980.00","0.00","","4580604905193"
"mg-lt01-wt","シンプル可愛いゆったりシルエットロングスリーブtシャツ【ホワイト】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1595.00","3980.00","0.00","","4580604905186"
"mg-lt02-gr","ボーダーロンTシャツ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3300.00","6280.00","0.00","","4580605360458"
"mg-lt02-ny","ボーダーロンTシャツ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3300.00","6280.00","0.00","",""
"mg-ma-wt","ご家族で?ガーゼ布マスク","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","165.00","800.00","0.00","",""
"mg-ma01-gy","もりのがっこうくまマスク伸縮立体マスク【グレーベージュ】","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","369.00","600.00","0.00","","4580604905100"
"mg-ma01-ny","抗菌加工コットンもりのがっこうくまマスク伸縮立体マスク【ネイビー】","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","308.00","600.00","0.00","","4580604905278"
"mg-ma01-wt","もりのがっこうくまマスク伸縮立体マスク【ホワイト】","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","369.00","600.00","0.00","","4580604905094"
"mg-me02-bk","メリノウールレギンス_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3575.00","6500.00","0.00","","4580605360465"
"mg-me02-co","メリノウールレギンス_ココア","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3900.00","6500.00","0.00","",""
"mg-mp01-bk","本革化粧ポーチ_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2530.00","5450.00","0.00","","4580605360472"
"mg-mp01-gb","本革化粧ポーチ_グレーベージュ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","2530.00","5450.00","0.00","","4580605360489"
"mg-mr01-bk","ミニリュック_ブラック","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","2271.00","5450.00","0.00","","4580605362193"
"mg-mr01-gb","ミニリュック_グレーベージュ","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","2271.00","5450.00","0.00","","4580605362216"
"mg-mr01-le","ミニリュック_豹柄","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","2271.00","5450.00","0.00","","4580605362209"
"mg-mr01-si","ミニリュック_シルバー","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","2271.00","5450.00","0.00","","4580605362223"
"mg-ms11-bk","メンズスタンドカラーオーバーシャツ【ブラック】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3575.00","7980.00","0.00","","4580604904844"
"mg-ms11-wt","メンズスタンドカラーオーバーシャツ【ホワイト】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3575.00","7980.00","0.00","","4580604904837"
"mg-mt01-bk","ロングTシャツ(メンズ)ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1705.00","3980.00","0.00","","4580604905216"
"mg-mt01-wt","ロングTシャツ(メンズ)ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","1705.00","3980.00","0.00","","4580604905209"
"mg-mu01-bk","フェイクムートンジャケット","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","0.00","0.00","0.00","","4580605362001"
"mg-mu01-gy","フェイクムートンジャケット","11","Astyle","0","0","0","0","0","0","通常","","取扱中","0","0","0","0.00","0.00","0.00","","4580605361998"
"mg-mw01-bk","メリノウール長袖_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3685.00","6700.00","0.00","","4580605360496"
"mg-mw01-co","メリノウール長袖_ココア","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3900.00","6700.00","0.00","",""
"mg-nb01-bk","ナイロンバック_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7480.00","0.00","","4580605359988"
"mg-nb01-wt","ナイロンバック_ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3630.00","7480.00","0.00","","4580605359971"
"mg-nj01-ka","軽量パーカーロングナイロンジャケット【ヴィンテージカーキ】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4620.00","8900.00","0.00","","4580604901256"
"mg-nj01-ny","軽量パーカーロングナイロンジャケット【ネイビー】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4620.00","8900.00","0.00","","4580604901263"
"mg-nt01-bk","さらっと春夏ニット?ボーダーリブ5部丈ニット【ブラック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3135.00","6900.00","0.00","","4580604903366"
"mg-nt01-wt","さらっと春夏ニット?ボーダーリブ5部丈ニット【ホワイト】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3135.00","6900.00","0.00","","4580604903359"
"mg-nt02-br","コットンハイネックニット_ブラウン","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3135.00","6980.00","0.00","","4580604903977"
"mg-nt02-wt","コットンハイネックニット_ホワイト","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3135.00","6980.00","0.00","","4580604903960"
"mg-nt03-gr","コットン100配色ハイネックニット【グリーン/グレーベージュ】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3410.00","7980.00","0.00","","4580604904790"
"mg-nt03-ye","コットン100配色ハイネックニット【マスタード/グレー】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3410.00","7980.00","0.00","","4580604904806"
"mg-nt05-be","ケーブルニット_グレーベージュ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3795.00","7980.00","0.00","",""
"mg-nt05-wt","ケーブルニット_オフホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3795.00","7980.00","0.00","",""
